time,o,h,l,c,volume
2020-01-28T12:05:00.000000000Z,1.10106,1.10106,1.10101,1.10104,43
2020-01-28T12:06:00.000000000Z,1.10102,1.10102,1.10094,1.10094,26
2020-01-28T12:07:00.000000000Z,1.10093,1.10094,1.10086,1.10086,36
2020-01-28T12:08:00.000000000Z,1.10084,1.10086,1.1008,1.10086,57
2020-01-28T12:09:00.000000000Z,1.10084,1.101,1.10084,1.10086,67
2020-01-28T12:10:00.000000000Z,1.10085,1.1008799999999999,1.10079,1.1008,36
2020-01-28T12:11:00.000000000Z,1.1008200000000001,1.1009,1.1008,1.1008,69
2020-01-28T12:12:00.000000000Z,1.1008200000000001,1.10083,1.10076,1.1008,54
2020-01-28T12:13:00.000000000Z,1.10081,1.10081,1.1006,1.1006200000000002,65
2020-01-28T12:14:00.000000000Z,1.10061,1.10065,1.1006,1.10064,60
2020-01-28T12:15:00.000000000Z,1.1006200000000002,1.10066,1.10051,1.10054,63
2020-01-28T12:16:00.000000000Z,1.10054,1.10058,1.1003399999999999,1.1004,98
2020-01-28T12:17:00.000000000Z,1.10041,1.1005200000000002,1.10041,1.10046,63
2020-01-28T12:18:00.000000000Z,1.10048,1.1005200000000002,1.10039,1.10039,73
2020-01-28T12:19:00.000000000Z,1.10038,1.10038,1.10028,1.1003399999999999,31
2020-01-28T12:20:00.000000000Z,1.10036,1.10038,1.1003100000000001,1.10033,88
2020-01-28T12:21:00.000000000Z,1.1003399999999999,1.1004,1.10033,1.10038,64
2020-01-28T12:22:00.000000000Z,1.10038,1.10038,1.1003399999999999,1.10036,26
2020-01-28T12:23:00.000000000Z,1.1003399999999999,1.10046,1.1003399999999999,1.1004200000000002,35
2020-01-28T12:24:00.000000000Z,1.1004,1.1005,1.1004,1.1004399999999999,59
2020-01-28T12:25:00.000000000Z,1.10046,1.1005,1.1004200000000002,1.10048,34
2020-01-28T12:26:00.000000000Z,1.10048,1.1005,1.10046,1.1005,36
2020-01-28T12:27:00.000000000Z,1.10048,1.1005,1.10041,1.10046,54
2020-01-28T12:28:00.000000000Z,1.10047,1.10047,1.10036,1.10036,39
2020-01-28T12:29:00.000000000Z,1.10038,1.10038,1.10032,1.10033,43
2020-01-28T12:30:00.000000000Z,1.10032,1.10038,1.10028,1.1003,75
2020-01-28T12:31:00.000000000Z,1.10028,1.1003100000000001,1.10026,1.1003,32
2020-01-28T12:32:00.000000000Z,1.1003,1.1004,1.1002399999999999,1.10026,66
2020-01-28T12:33:00.000000000Z,1.10026,1.10035,1.10026,1.10032,20
2020-01-28T12:34:00.000000000Z,1.10033,1.10036,1.1003,1.10036,47
2020-01-28T12:35:00.000000000Z,1.1003399999999999,1.10048,1.1003399999999999,1.1004200000000002,108
2020-01-28T12:36:00.000000000Z,1.1004200000000002,1.10046,1.10036,1.1004399999999999,71
2020-01-28T12:37:00.000000000Z,1.1004399999999999,1.10053,1.1003399999999999,1.1003399999999999,78
2020-01-28T12:38:00.000000000Z,1.1003399999999999,1.10035,1.1003,1.10032,41
2020-01-28T12:39:00.000000000Z,1.10033,1.1004,1.10033,1.1003399999999999,51
2020-01-28T12:40:00.000000000Z,1.10036,1.1004,1.10032,1.10037,31
2020-01-28T12:41:00.000000000Z,1.10038,1.1004200000000002,1.10036,1.1004,37
2020-01-28T12:42:00.000000000Z,1.10039,1.10048,1.10036,1.10048,34
2020-01-28T12:43:00.000000000Z,1.10046,1.1005,1.1004399999999999,1.10046,28
2020-01-28T12:44:00.000000000Z,1.10048,1.10064,1.1004399999999999,1.10056,87
2020-01-28T12:45:00.000000000Z,1.10058,1.10058,1.10051,1.10058,54
2020-01-28T12:46:00.000000000Z,1.10056,1.10058,1.10051,1.1005200000000002,85
2020-01-28T12:47:00.000000000Z,1.10051,1.1005200000000002,1.10046,1.10048,60
2020-01-28T12:48:00.000000000Z,1.10047,1.10067,1.10047,1.10067,55
2020-01-28T12:49:00.000000000Z,1.10066,1.10077,1.1006200000000002,1.10074,85
2020-01-28T12:50:00.000000000Z,1.10076,1.1007799999999999,1.10066,1.10074,65
2020-01-28T12:51:00.000000000Z,1.10073,1.10073,1.1006200000000002,1.1006200000000002,45
2020-01-28T12:52:00.000000000Z,1.10063,1.1006799999999999,1.1006200000000002,1.1006799999999999,26
2020-01-28T12:53:00.000000000Z,1.10067,1.10075,1.10066,1.1006799999999999,33
2020-01-28T12:54:00.000000000Z,1.1006799999999999,1.1006799999999999,1.1006799999999999,1.1006799999999999,4
2020-01-28T12:55:00.000000000Z,1.1006799999999999,1.1007,1.1006,1.1006,29
2020-01-28T12:56:00.000000000Z,1.10061,1.10061,1.10047,1.1005200000000002,47
2020-01-28T12:57:00.000000000Z,1.10054,1.1006200000000002,1.1005200000000002,1.1006200000000002,56
2020-01-28T12:58:00.000000000Z,1.1006200000000002,1.1006799999999999,1.10059,1.1006799999999999,47
2020-01-28T12:59:00.000000000Z,1.10067,1.10069,1.1006,1.10066,53
2020-01-28T13:00:00.000000000Z,1.10067,1.1007,1.10058,1.1006,63
2020-01-28T13:01:00.000000000Z,1.10061,1.1007200000000001,1.10057,1.1007,52
2020-01-28T13:02:00.000000000Z,1.1007200000000001,1.10074,1.10058,1.10064,70
2020-01-28T13:03:00.000000000Z,1.1006200000000002,1.1006200000000002,1.1005,1.1005200000000002,31
2020-01-28T13:04:00.000000000Z,1.1005,1.1005,1.1004,1.1004200000000002,85
2020-01-28T13:05:00.000000000Z,1.1004200000000002,1.10046,1.1004200000000002,1.1004200000000002,32
2020-01-28T13:06:00.000000000Z,1.1004,1.1004200000000002,1.10033,1.10036,55
2020-01-28T13:07:00.000000000Z,1.10038,1.10038,1.10025,1.10027,65
2020-01-28T13:08:00.000000000Z,1.10026,1.10028,1.10022,1.10022,47
2020-01-28T13:09:00.000000000Z,1.1002399999999999,1.10028,1.1002100000000001,1.10025,49
2020-01-28T13:10:00.000000000Z,1.10026,1.10028,1.1002399999999999,1.10025,17
2020-01-28T13:11:00.000000000Z,1.10026,1.1004200000000002,1.10026,1.1004200000000002,88
2020-01-28T13:12:00.000000000Z,1.10041,1.1004200000000002,1.10036,1.1004200000000002,31
2020-01-28T13:13:00.000000000Z,1.1004,1.10045,1.10032,1.1004399999999999,69
2020-01-28T13:14:00.000000000Z,1.1004399999999999,1.10056,1.1004200000000002,1.10053,52
2020-01-28T13:15:00.000000000Z,1.10054,1.10058,1.10046,1.10046,69
2020-01-28T13:16:00.000000000Z,1.10045,1.10047,1.10036,1.10045,30
2020-01-28T13:17:00.000000000Z,1.10046,1.1005,1.1004200000000002,1.1005,27
2020-01-28T13:18:00.000000000Z,1.1005,1.10067,1.10048,1.10066,57
2020-01-28T13:19:00.000000000Z,1.10065,1.10066,1.1006,1.10066,52
2020-01-28T13:20:00.000000000Z,1.10065,1.10075,1.10064,1.10066,57
2020-01-28T13:21:00.000000000Z,1.10064,1.1007,1.10064,1.1007,42
2020-01-28T13:22:00.000000000Z,1.1006799999999999,1.10074,1.1006799999999999,1.10071,29
2020-01-28T13:23:00.000000000Z,1.1007,1.10074,1.1007,1.1007,40
2020-01-28T13:24:00.000000000Z,1.1007,1.1007,1.10056,1.10066,52
2020-01-28T13:25:00.000000000Z,1.10064,1.1007,1.10064,1.10066,44
2020-01-28T13:26:00.000000000Z,1.10066,1.1007,1.10061,1.1006799999999999,46
2020-01-28T13:27:00.000000000Z,1.1007,1.10073,1.1007,1.1007200000000001,23
2020-01-28T13:28:00.000000000Z,1.10073,1.10074,1.10066,1.10066,23
2020-01-28T13:29:00.000000000Z,1.10065,1.1007200000000001,1.1006,1.1007,62
2020-01-28T13:30:00.000000000Z,1.1007200000000001,1.1007799999999999,1.10064,1.1006799999999999,84
2020-01-28T13:31:00.000000000Z,1.1007,1.10075,1.10064,1.10066,49
2020-01-28T13:32:00.000000000Z,1.10067,1.10071,1.10065,1.1007,45
2020-01-28T13:33:00.000000000Z,1.1006799999999999,1.10075,1.10066,1.10066,40
2020-01-28T13:34:00.000000000Z,1.10065,1.1007,1.10056,1.10056,54
2020-01-28T13:35:00.000000000Z,1.10056,1.1006,1.10054,1.10058,33
2020-01-28T13:36:00.000000000Z,1.10057,1.10057,1.10051,1.10054,30
2020-01-28T13:37:00.000000000Z,1.10056,1.10064,1.10054,1.10058,47
2020-01-28T13:38:00.000000000Z,1.10056,1.1006,1.10054,1.10056,59
2020-01-28T13:39:00.000000000Z,1.10054,1.1006,1.10054,1.10056,30
2020-01-28T13:40:00.000000000Z,1.10056,1.10084,1.10056,1.10084,84
2020-01-28T13:41:00.000000000Z,1.10086,1.1008799999999999,1.1007,1.1007,69
2020-01-28T13:42:00.000000000Z,1.1007,1.10074,1.10064,1.10067,50
2020-01-28T13:43:00.000000000Z,1.1006799999999999,1.10084,1.10066,1.1008200000000001,69
2020-01-28T13:44:00.000000000Z,1.10084,1.1008799999999999,1.1008200000000001,1.10084,32
2020-01-28T13:45:00.000000000Z,1.1008200000000001,1.10087,1.1008,1.1008200000000001,43
2020-01-28T13:46:00.000000000Z,1.1008200000000001,1.10086,1.1008200000000001,1.1008200000000001,39
2020-01-28T13:47:00.000000000Z,1.10084,1.10087,1.10074,1.10077,67
2020-01-28T13:48:00.000000000Z,1.1007799999999999,1.1007799999999999,1.10073,1.10073,23
2020-01-28T13:49:00.000000000Z,1.1007200000000001,1.1007200000000001,1.10058,1.1007,39
2020-01-28T13:50:00.000000000Z,1.10071,1.1007799999999999,1.1007,1.1007799999999999,49
2020-01-28T13:51:00.000000000Z,1.1007799999999999,1.1008200000000001,1.10076,1.1008200000000001,47
2020-01-28T13:52:00.000000000Z,1.10081,1.1008200000000001,1.1008,1.1008200000000001,23
2020-01-28T13:53:00.000000000Z,1.10084,1.10096,1.10084,1.1009200000000001,64
2020-01-28T13:54:00.000000000Z,1.1009200000000001,1.1009200000000001,1.10074,1.10074,54
2020-01-28T13:55:00.000000000Z,1.10076,1.10076,1.10054,1.10058,56
2020-01-28T13:56:00.000000000Z,1.10057,1.10058,1.10051,1.10054,53
2020-01-28T13:57:00.000000000Z,1.10053,1.10053,1.1003399999999999,1.10035,68
2020-01-28T13:58:00.000000000Z,1.1003399999999999,1.10047,1.1003399999999999,1.10047,37
2020-01-28T13:59:00.000000000Z,1.10048,1.1006,1.10048,1.10055,50
2020-01-28T14:00:00.000000000Z,1.10056,1.10057,1.10049,1.10055,44
2020-01-28T14:01:00.000000000Z,1.10056,1.10056,1.10045,1.10045,33
2020-01-28T14:02:00.000000000Z,1.10046,1.10046,1.10028,1.10032,52
2020-01-28T14:03:00.000000000Z,1.1003399999999999,1.10043,1.1003100000000001,1.1003100000000001,62
2020-01-28T14:04:00.000000000Z,1.10032,1.1004399999999999,1.10032,1.1004399999999999,43
2020-01-28T14:05:00.000000000Z,1.10043,1.10064,1.10043,1.1006,76
2020-01-28T14:06:00.000000000Z,1.10059,1.10063,1.10054,1.10059,34
2020-01-28T14:07:00.000000000Z,1.10058,1.1006,1.10053,1.10054,29
2020-01-28T14:08:00.000000000Z,1.10053,1.10053,1.1003100000000001,1.1003399999999999,56
2020-01-28T14:09:00.000000000Z,1.1003399999999999,1.1003399999999999,1.10019,1.10028,58
2020-01-28T14:10:00.000000000Z,1.10029,1.1005,1.10029,1.1004200000000002,59
2020-01-28T14:11:00.000000000Z,1.1004200000000002,1.10066,1.1004,1.1006200000000002,64
2020-01-28T14:12:00.000000000Z,1.1006200000000002,1.10066,1.10048,1.1005,93
2020-01-28T14:13:00.000000000Z,1.1005,1.10054,1.10043,1.10046,39
2020-01-28T14:14:00.000000000Z,1.10047,1.10048,1.1004399999999999,1.10046,32
2020-01-28T14:15:00.000000000Z,1.1004399999999999,1.10058,1.1004399999999999,1.10056,53
2020-01-28T14:16:00.000000000Z,1.10058,1.10066,1.1005,1.1005200000000002,62
2020-01-28T14:17:00.000000000Z,1.1005,1.1005200000000002,1.10036,1.10038,83
2020-01-28T14:18:00.000000000Z,1.1004,1.1006,1.1004,1.10058,68
2020-01-28T14:19:00.000000000Z,1.1006,1.1006,1.10049,1.1005,44
2020-01-28T14:20:00.000000000Z,1.1005200000000002,1.10054,1.10047,1.10048,24
2020-01-28T14:21:00.000000000Z,1.10046,1.10055,1.1004200000000002,1.10055,29
2020-01-28T14:22:00.000000000Z,1.10054,1.10056,1.10045,1.10045,42
2020-01-28T14:23:00.000000000Z,1.10046,1.10054,1.10045,1.1005,37
2020-01-28T14:24:00.000000000Z,1.10049,1.1005,1.1004399999999999,1.10048,35
2020-01-28T14:25:00.000000000Z,1.10048,1.10048,1.1003399999999999,1.1003399999999999,33
2020-01-28T14:26:00.000000000Z,1.10032,1.1003399999999999,1.10028,1.1003399999999999,27
2020-01-28T14:27:00.000000000Z,1.10033,1.10036,1.10014,1.10022,66
2020-01-28T14:28:00.000000000Z,1.1002,1.1002399999999999,1.10016,1.1002,43
