date,o,h,l,c
2020-01-10 18:32:00,1.112085,1.112085,1.11198,1.112
2020-01-10 18:33:00,1.112,1.112,1.11199,1.1119949999999998
2020-01-10 18:34:00,1.1119949999999998,1.1119949999999998,1.1119400000000002,1.11195
2020-01-10 18:35:00,1.11197,1.11199,1.111945,1.111945
2020-01-10 18:36:00,1.1119750000000002,1.112,1.111945,1.112
2020-01-10 18:37:00,1.112005,1.112005,1.11195,1.11195
2020-01-10 18:38:00,1.11197,1.11199,1.111945,1.111955
2020-01-10 18:39:00,1.11199,1.112025,1.111955,1.112005
2020-01-10 18:40:00,1.1120299999999999,1.112055,1.11195,1.11205
2020-01-10 18:41:00,1.1120800000000002,1.1121050000000001,1.112045,1.1121050000000001
